Data Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Population, total",SP.POP.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530,330,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,HND,"Population, total",SP.POP.TOTL,0,82,105,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,38,15,8,0,0,3,3,0,6,0,2,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,HUN,"Population, total",SP.POP.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,2,9,11,10,2,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,IND,"Population, total",SP.POP.TOTL,74930,157487,253332,74836,37311,46619,41837,45109,78666,168216,47693,31091,45380,55595,83423,40265,33402,32616,77974,35165,14145,12341,15742,27407,88114,187967,1436,0,0,0,0,0,0,0,175490,220221,222615,165458,148827,232331,89249,115967,252746,263276,282346,218323,105209,89341,133616,188192,143515,76882,136826,328466,289074,146431,69039,73422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indochina,0,"Population, total",SP.POP.TOTL,2644,396,4336,4024,3385,4007,2390,1531,597,53,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4753,2658,745,1432,4954,4919,2058,3968,2969,4598,3655,1872,3053,7403,4772,1884,1272,4315,5060,1668,0,2525,4572,2569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,"Population, total",SP.POP.TOTL,13413,99016,100952,9802,2584,1875,1530,2817,1550,3202,1129,5196,5045,3435,17431,17213,56359,35283,12875,17311,16061,10081,2100,0,0,0,0,0,0,2400,1445,1236,4922,6717,4681,855,766,298,614,419,176,562,57,9,43,80,1,12,2,6,0,0,0,0,0,0,0,1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iran,0,"Population, total",SP.POP.TOTL,509,439,295,237,142,98,2500,1900,1100,540,253,341,96,16,6,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,191,552,1745,765,203,91,84,34,25,278,316,43,384,1150,1341,266,114,849,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,IRQ,"Population, total",SP.POP.TOTL,707,272,469,157,251,22,72,2173,1924,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,1862,1692,459,832,1062,761,1956,2374,762,744,2318,1260,387,264,198,28,39,111,1079,2089,896,282,138,90,18,65,1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,ITA,"Population, total",SP.POP.TOTL,4,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26453,4644,534,495,432,195,112,60,98,6,2,0,0,0,0,0,0,0,0,4,0,0,0,0,2878,3116,772,44,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,JPN,"Population, total",SP.POP.TOTL,124,5,86,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,167,889,679,1922,1703,430,1256,352,723,114,7,21,305,375,320,183,178,90,60,287,575,654,381,546,311,1614,17800,386,29,0,0,0,0,0,0,3372,41898,12418,1287,10704,41946,1752,1215,181,92,46,72,1118,278,496,1034,18067,106,80,202,14,108,485,17,0,0,0,0
